Deseada			Obtenida
29.749991189999996	29.148320609204987
25.079962860000002	53.10538105022417
21.91997377		44.48500525975932
54.59997779		44.868128963941494
52.90997321		57.77931217791779
25.02000117		51.20948991012318
36.250014979999996	44.858210058897484
35.95999946999999	39.18645001125177
34.23997391		31.049884949447723
40.680036009999995	34.19945213521103
72.29999441		59.28668016985832
31.97001858		25.32661431837731
51.43003521999999	38.730033228249624
23.39999203		22.941194536565597
15.42003025		27.43505673875395
22.320039450000003	21.831433529290457
38.89001501		62.86663240925891
31.54001219		26.333906401016584
4.90000459		14.933941780705943
28.09996107		48.14654572717915
32.5299821		24.816406976067817
38.019968479999996	51.66385755177764
39.049993119999996	31.19038113639278
36.80002501999999	35.01566729432088
41.720014129999996	40.644348826007985
23.51999568		35.34399803063895
61.99003533999999	43.95733092237194
39.35999586		31.977317583202968
56.73997599		43.92458209030183
60.279963259999995	51.838475555629685
9.99000556		12.43945644840193
72.09996157		52.64688748864279
10.540015599999998	16.62399308372021
33.40002863		54.46222438594438
56.85002616		40.41230402154396
24.1000267		46.35947159802345
13.35998097		20.581953525363254
16.89001476		25.418400394350165
17.820022979999997	37.24198703427826
9.55999917		33.34900620685093
31.64998209		27.66406622413959
18.27997008		23.798011344392897
39.320021399999995	36.16935465648145
62.04999702999999	50.67728183117871
18.13002572		18.14116226909272
27.67998843		34.022905557362286
51.02001605999999	54.04927733358935
12.45999373		16.795425583663803
11.409981859999998	20.27525426645603
40.569985839999994	35.76326162982897
44.399988619999995	32.75147080670651
55.900030709999996	52.04061355687661
39.700019579999996	46.87042504157104
61.80003624999999	57.88182856940176
24.989980189999997	24.202857911782253
47.12997131999999	30.648954639962128
25.179979279999998	23.02691593383765
52.120036139999996	37.95424827827708
21.96998198		19.81618103589402
19.6899929		18.527721940592237
38.599999499999996	34.279995787362765
21.860012079999997	24.22835892928454
32.11000946		49.80710006517662
33.4900113		48.93764380164954
14.70000835		28.962356633812803
31.45002952		25.436925588216774
25.509969249999997	48.21680090428714
28.79999574		49.72691025657955
12.450040249999999	22.953377907855057
55.649989659999996	53.65977728525101
35.85002957		33.91920152032515
26.84999663		24.10051880366322
23.84998565		29.35795400969773
68.1000272		61.84606144628404
33.40002863		31.643309814574152
38.80003234		37.729417812450656
15.069972779999999	17.430761254082306
26.31997382		22.576567135491445
46.229984079999994	48.083974441803576
56.499968689999996	62.7178110140814
29.070024019999998	33.457984676416665
30.120035889999997	29.641485218225576
51.26002336		37.68283245589606
35.30997300999999	32.885717823834156
22.62996192		25.737623930845352
40.06003052999999	29.1210463120658
35.339993989999996	30.765217571629947
68.50001261		54.24012911657828
14.40003936		21.822771100214467
22.53002577		23.148322464378985
23.79997744		34.3919431064966
33.21002954		40.11415711571731
26.14996196		28.870124130637713
37.80998216		42.674612745313134
31.839981180000002	27.786098872004835
37.27000586999999	36.76780998617086
9.850014680000001	16.97639361242785
40.06003052999999	29.136385676383128
26.14000848		28.757036637274638
39.440025049999996	49.67123141343736
36.44996755		41.85209797211774
39.589969409999995	27.771000994163316
39.460012279999994	36.42451265632679
12.54002292		19.21415664563399
50.52996771		44.772095584346374
19.6899929		18.527721940592237
50.699979569999996	50.98633315064532
16.87998101		23.07225110414167
26.059979289999994	29.125532843734
44.70003788		62.64719541612389
62.499990649999994	65.3850509922537
31.180001240000003	32.91296331475371
38.410000409999995	55.08150266987113
73.29999806999999	63.72555938062101
16.49998283		21.76072133967272
46.799981349999996	55.49640878759005
29.59001308		32.9119515447759
23.51999568		25.645249226995134
17.54004122		24.32133473139507
44.519992269999996	52.198026304469444
39.449978529999996	36.47800547024736
32.09997571		25.7790504780819
39.23003873		47.01091200359745
23.740015749999998	23.768964055055875
59.8900116		52.379832513070816
26.740026729999997	36.99744007150104
37.230031409999995	32.47960336011248
54.38003799		47.58282411846242
26.229991149999996	31.259089015568264
52.90997321		28.325672438091736
33.80001404		44.70615537684328
38.209967569999996	31.510952625545713
40.3900205		36.09363347594902
10.09002198		15.52973274743931
29.730003959999998	31.229883936088974
23.34998382		51.20948991012318
24.50001211		21.713336150630553
42.13003329		65.90973990226229
24.89999752		25.114291962139177
56.33999057999999	54.31434055008081
24.399995689999997	37.860137528497134
39.42003782		38.85711004548967
54.90002705		58.742083812730726
36.44001407		22.87803874772257
43.79997036999999	39.984857219394264
31.900023139999995	27.68497365424531
24.279992039999996	23.151571105430975
66.77998705		54.05442815342251
27.83001306		23.48914106301428
23.79002396		24.28227641659602
53.300005139999996	48.77225766003902
41.68003967		32.369292090273014
30.570029509999998	26.706754513206782
28.67999209		32.42656166272329
13.660030229999998	19.704081323180183
